Form	Root	Suffix	Case	Gender	Declension
custōdiās	custōdi	ās	accpl	f	1
daemonium	daemoni	um	nomsg	n	2
daemonia	daemoni	a	nompl	n	2
daemoniī	daemoni	ī	gensg	n	2
daemoniōrum	daemoni	ōrum	genpl	n	2
daemonium	daemoni	um	accsg	n	2
daemonia	daemoni	a	accpl	n	2
dēbitor	dēbitor	NULL	nomsg	mh	3
dēbitōrēs	dēbitōr	ēs	nompl	mh	3
dēbitōris	dēbitōr	is	gensg	mh	3
dēbitōrum	dēbitōr	um	genpl	mh	3
dēbitōrem	dēbitōr	em	accsg	mh	3
dēbitōrēs	dēbitōr	ēs	accpl	mh	3
decor	decor	NULL	nomsg	m	3
decōrēs	decōr	ēs	nompl	m	3
decōris	decōr	is	gensg	m	3
decōrum	decōr	um	genpl	m	3
decōrem	decōr	em	accsg	m	3
decōrēs	decōr	ēs	accpl	m	3
dēns	dēns	NULL	nomsg	m	3
dentēs	dent	ēs	nompl	m	3
dentis	dent	is	gensg	m	3
dentium	dent	ium	genpl	m	3
dentem	dent	em	accsg	m	3
dentēs	dent	ēs	accpl	m	3
dēserta	dēsert	a	nompl	n	2
dēsertōrum	dēsertōr	um	genpl	n	2
dēserta	dēsert	a	accpl	n	2
deus	de	us	nomsg	mh	2
dī	d	ī	nompl	mh	2
deī	de	ī	gensg	mh	2
deōrum	de	ōrum	genpl	mh	2
deum	de	um	accsg	mh	2
deōs	de	ōs	accpl	mh	2
diabolus	diabol	us	nomsg	m	2
diabolī	diabol	ī	nompl	m	2
diabolī	diabol	ī	gensg	m	2
diabolōrum	diabol	ōrum	genpl	m	2
diabolum	diabol	um	accsg	m	2
diabolōs	diabol	ōs	accpl	m	2
diēs	di	ēs	nomsg	m	5
diēs	di	ēs	nompl	m	5
diēī	di	ēī	gensg	m	5
diērum	di	ērum	genpl	m	5
diem	di	em	accsg	m	5
diēs	di	ēs	accpl	m	5
digitus	digit	us	nomsg	m	2
digitī	digit	ī	nompl	m	2
digitī	digit	ī	gensg	m	2
digitōrum	digit	ōrum	genpl	m	2
digitum	digit	um	accsg	m	2
digitōs	digit	ōs	accpl	m	2
discipulus	discipul	us	nomsg	m	2
discipulī	discipul	ī	nompl	m	2
discipulī	discipul	ī	gensg	m	2
discipulōrum	discipul	ōrum	genpl	m	2
discipulum	discipul	um	accsg	m	2
discipulōs	discipul	ōs	accpl	m	2
doctrīna	doctrīn	a	nomsg	f	1
doctrīnae	doctrīn	ae	nompl	f	1
doctrīnae	doctrīn	ae	gensg	f	1
doctrīnārum	doctrīn	ārum	genpl	f	1
doctrīnam	doctrīn	am	accsg	f	1
doctrīnās	doctrīn	ās	accpl	f	1
dolor	dol	or	nomsg	m	3
dolōrēs	dolōr	ēs	nompl	m	3
dolōris	dolōr	is	gensg	m	3
dolōrum	dolōr	um	genpl	m	3
dolōrem	dolōr	em	accsg	m	3
dolōrēs	dolōr	ēs	accpl	m	3
domina	domin	a	nomsg	fh	1
dominae	domin	ae	nompl	fh	1
dominae	domin	ae	gensg	fh	1
dominārum	domin	ārum	genpl	fh	1
dominam	domin	am	accsg	fh	1
dominās	domin	ās	accpl	fh	1
dominus	domin	us	nomsg	mh	2
dominī	domin	ī	nompl	mh	2
dominī	domin	ī	gensg	mh	2
dominōrum	domin	ōrum	genpl	mh	2
dominum	domin	um	accsg	mh	2
dominōs	domin	ōs	accpl	mh	2
domus	dom	us	nomsg	f	4
domūs	dom	ūs	nompl	f	4
domūs	dom	ūs	gensg	f	4
domuum	dom	uum	genpl	f	4
domum	dom	um	accsg	f	4
domūs	dom	ūs	accpl	f	4
dracō	dracō	NULL	nomsg	m	3
dracōnēs	dracōn	ēs	nompl	m	3
dracōnis	dracōn	is	gensg	m	3
dracōnum	dracōn	um	genpl	m	3
dracōnem	dracōn	em	accsg	m	3
dracōnēs	dracōn	ēs	accpl	m	3
dux	dux	NULL	nomsg	mh	3
ducēs	duc	ēs	nompl	mh	3
ducis	duc	is	gensg	mh	3
ducum	duc	um	genpl	mh	3
ducem	duc	em	accsg	mh	3
ducēs	duc	ēs	accpl	mh	3
ecclēsia	ecclēsi	a	nomsg	f	1
ecclēsiae	ecclēsi	ae	nompl	f	1
ecclēsiae	ecclēsi	ae	gensg	f	1
ecclēsiārum	ecclēsi	ārum	genpl	f	1
ecclēsiam	ecclēsi	am	accsg	f	1
ecclēsiās	ecclēsi	ās	accpl	f	1
epistola	epistol	a	nomsg	f	1
epistolae	epistol	ae	nompl	f	1
epistolae	epistol	ae	gensg	f	1
epistolārum	epistolār	um	genpl	f	1
epistolam	epistol	am	accsg	f	1
epistolās	epistol	ās	accpl	f	1
equa	equ	a	nomsg	f	1
equae	equ	ae	nompl	f	1
equae	equ	ae	gensg	f	1
equārum	equ	ārum	genpl	f	1
equam	equ	am	accsg	f	1
equās	equ	ās	accpl	f	1
equus	equ	us	nomsg	m	2
equī	equ	ī	nompl	m	2
equī	equ	ī	gensg	m	2
equōrum	equ	ōrum	genpl	m	2
equum	equ	um	accsg	m	2
equōs	equ	ōs	accpl	m	2
exaltātiō	exaltātiō	NULL	nomsg	f	3
exaltātiōnēs	exaltātiōn	ēs	nompl	f	3
exaltātiōnis	exaltātiōn	is	gensg	f	3
exaltātiōnum	exaltātiōn	um	genpl	f	3
exaltātiōnem	exaltātiōn	em	accsg	f	3
exaltātiōnēs	exaltātiōn	ēs	accpl	f	3
exemplum	exempl	um	nomsg	n	2
exempla	exempl	a	nompl	n	2
exemplī	exempl	ī	gensg	n	2
exemplōrum	exempl	ōrum	genpl	n	2
exemplum	exempl	um	accsg	n	2
exempla	exempl	a	accpl	n	2
exercitus	exercit	us	nomsg	m	4
exercitūs	exercit	ūs	nompl	m	4
exercitūs	exercit	ūs	gensg	m	4
exercituum	exercit	uum	genpl	m	4
exercitum	exercit	um	accsg	m	4
exercitūs	exercit	ūs	accpl	m	4
fābula	fābul	a	nomsg	f	1
fābulae	fābul	ae	nompl	f	1
fābulae	fābul	ae	gensg	f	1
fābulārum	fābulār	um	genpl	f	1
fābulam	fābul	am	accsg	f	1
fābulās	fābul	ās	accpl	f	1
faciēs	faci	ēs	nomsg	f	5
faciēs	faci	ēs	nompl	f	5
faciēī	faci	ēī	gensg	f	5
faciērum	faci	ērum	genpl	f	5
faciem	faci	em	accsg	f	5
faciēs	faci	ēs	accpl	f	5
factum	fact	um	nomsg	n	2
facta	fact	a	nompl	n	2
factī	fact	ī	gensg	n	2
factōrum	factōr	um	genpl	n	2
factum	fact	um	accsg	n	2
facta	fact	a	accpl	n	2
faenum	faen	um	nomsg	n	2
faena	faen	a	nompl	n	2
faenī	faen	ī	gensg	n	2
faenōrum	faenōr	um	genpl	n	2
faenum	faen	um	accsg	n	2
faena	faen	a	accpl	n	2
fallācia	fallāci	a	nomsg	f	1
fallāciae	fallāci	ae	nompl	f	1
fallāciae	fallāci	ae	gensg	f	1
fallāciārum	fallāci	ārum	genpl	f	1
fallāciam	fallāci	am	accsg	f	1
fallāciās	fallāci	ās	accpl	f	1
fāma	fām	a	nomsg	f	1
fāmae	fām	ae	nompl	f	1
fāmae	fām	ae	gensg	f	1
fāmārum	fām	ārum	genpl	f	1
fāmam	fām	am	accsg	f	1
fāmās	fām	ās	accpl	f	1
famēs	fam	ēs	nomsg	f	3
famēs	fam	ēs	nompl	f	3
famis	fam	is	gensg	f	3
famum	fam	um	genpl	f	3
famem	fam	em	accsg	f	3
famēs	fam	ēs	accpl	f	3
familia	famili	a	nomsg	f	1
familiae	famili	ae	nompl	f	1
familiae	famili	ae	gensg	f	1
familiārum	familiār	um	genpl	f	1
familiam	famili	am	accsg	f	1
familiās	famili	ās	accpl	f	1
famula	famul	a	nomsg	fh	1
famulae	famul	ae	nompl	fh	1
famulae	famul	ae	gensg	fh	1
famulārum	famulār	um	genpl	fh	1
famulam	famul	am	accsg	fh	1
famulās	famul	ās	accpl	fh	1
farīna	farīn	a	nomsg	f	1
farīnae	farīn	ae	nompl	f	1
farīnae	farīn	ae	gensg	f	1
farīnārum	farīn	ārum	genpl	f	1
farīnam	farīn	am	accsg	f	1
farīnās	farīn	ās	accpl	f	1
fēmina	fēmin	a	nomsg	fh	1
fēminae	fēmin	ae	nompl	fh	1
fēminae	fēmin	ae	gensg	fh	1
fēminārum	fēmin	ārum	genpl	fh	1
fēminam	fēmin	am	accsg	fh	1
fēminās	fēmin	ās	accpl	fh	1
ferrum	ferr	um	nomsg	n	2
ferra	ferr	a	nompl	n	2
ferrī	ferr	ī	gensg	n	2
ferrōrum	ferr	ōrum	genpl	n	2
ferrum	ferr	um	accsg	n	2
ferra	ferr	a	accpl	n	2
festūca	festūc	a	nomsg	f	1
festūcae	festūc	ae	nompl	f	1
festūcae	festūc	ae	gensg	f	1
festūcārum	festūc	ārum	genpl	f	1
festūcam	festūc	am	accsg	f	1
festūcās	festūc	ās	accpl	f	1
fēstum	fēst	um	nomsg	n	2
fēsta	fēst	a	nompl	n	2
fēstī	fēst	ī	gensg	n	2
fēstōrum	fēst	ōrum	genpl	n	2
fēstum	fēst	um	accsg	n	2
fēsta	fēst	a	accpl	n	2
fīcus	fīc	us	nomsg	m	2
fīcī	fīc	ī	nompl	m	2
fīcī	fīc	ī	gensg	m	2
fīcōrum	fīc	ōrum	genpl	m	2
fīcum	fīc	um	accsg	m	2
fīcōs	fīc	ōs	accpl	m	2
fidēs	fid	ēs	nomsg	f	5
fidēs	fid	ēs	nompl	f	5
fideī	fid	eī	gensg	f	5
fidērum	fid	ērum	genpl	f	5
fidem	fid	em	accsg	f	5
fidēs	fid	ēs	accpl	f	5
figūra	figūr	a	nomsg	f	1
figūrae	figūr	ae	nompl	f	1
figūrae	figūr	ae	gensg	f	1
figūrārum	figūr	ārum	genpl	f	1
figūram	figūr	am	accsg	f	1
figūrās	figūr	ās	accpl	f	1
fīlia	fīli	a	nomsg	fh	1
fīliae	fīli	ae	nompl	fh	1
fīliae	fīli	ae	gensg	fh	1
fīliārum	fīli	ārum	genpl	fh	1
fīliam	fīli	am	accsg	fh	1
fīliās	fīli	ās	accpl	fh	1
fīlius	fīl	ius	nomsg	mh	2
fīliī	fīl	iī	nompl	mh	2
fīliī	fīl	iī	gensg	mh	2
fīliōrum	fīl	iōrum	genpl	mh	2
fīlium	fīli	um	accsg	mh	2
fīliōs	fīl	iōs	accpl	mh	2
fīnis	fīn	is	nomsg	m	3
fīnēs	fīn	ēs	nompl	m	3
fīnis	fīn	is	gensg	m	3
fīnium	fīn	ium	genpl	m	3
fīnem	fīn	em	accsg	m	3
fīnīs	fīn	īs	accpl	m	3
fiscella	fiscell	a	nomsg	f	1
fiscellae	fiscell	ae	nompl	f	1
fiscellae	fiscell	ae	gensg	f	1
fiscellārum	fiscell	ārum	genpl	f	1
fiscellam	fiscell	am	accsg	f	1
fiscellās	fiscell	ās	accpl	f	1
flamma	flamm	a	nomsg	f	1
flammae	flamm	ae	nompl	f	1
flammae	flamm	ae	gensg	f	1
flammārum	flammār	um	genpl	f	1
flammam	flamm	am	accsg	f	1
flammās	flamm	ās	accpl	f	1
flōs	flōs	NULL	nomsg	m	3
flōrēs	flōr	ēs	nompl	m	3
flōris	flōr	is	gensg	m	3
flōrum	flōr	um	genpl	m	3
flōrem	flōr	em	accsg	m	3
flōrēs	flōr	ēs	accpl	m	3
flūmen	flūmen	NULL	nomsg	n	3
flūmina	flūmin	a	nompl	n	3
flūminis	flūmin	is	gensg	n	3
flūminum	flūmin	um	genpl	n	3
flūmen	flūmen	NULL	accsg	n	3
flūmina	flūmin	a	accpl	n	3
fluvius	fluv	ius	nomsg	m	2
fluviī	fluv	iī	nompl	m	2
fluviī	fluv	iī	gensg	m	2
fluviōrum	fluv	iōrum	genpl	m	2
fluvium	fluv	ium	accsg	m	2
fluviōs	fluv	iōs	accpl	m	2
fluxus	flux	us	nomsg	m	2
fluxī	flux	ī	nompl	m	2
fluxī	flux	ī	gensg	m	2
fluxōrum	flux	ōrum	genpl	m	2
fluxum	flux	um	accsg	m	2
fluxōs	flux	ōs	accpl	m	2
folium	fol	ium	nomsg	n	2
folia	foli	a	nompl	n	2
foliī	fol	iī	gensg	n	2
foliōrum	fol	iōrum	genpl	n	2
folium	fol	ium	accsg	n	2
folia	foli	a	accpl	n	2
follis	foll	is	nomsg	m	3
follēs	foll	ēs	nompl	m	3
follis	foll	is	gensg	m	3
follium	foll	ium	genpl	m	3
follem	foll	em	accsg	m	3
follēs	foll	ēs	accpl	m	3
fōns	fōns	NULL	nomsg	m	3
fontēs	font	ēs	nompl	m	3
fontis	font	is	gensg	m	3
fontium	font	ium	genpl	m	3
fontem	font	em	accsg	m	3
fontēs	font	ēs	accpl	m	3
forāmen	forāmen	NULL	nomsg	n	3
forāmina	forāmin	a	nompl	n	3
forāminis	forāmin	is	gensg	n	3
forāminum	forāmin	um	genpl	n	3
forāmen	forāmen	NULL	accsg	n	3
forāmina	forāmin	a	accpl	n	3
foris	for	is	nomsg	f	3
forēs	forē	s	nompl	f	3
foris	for	is	gensg	f	3
forium	for	ium	genpl	f	3
forem	fore	m	accsg	f	3
forēs	forē	s	accpl	f	3
fōrma	fōrm	a	nomsg	f	1
fōrmae	fōrm	ae	nompl	f	1
fōrmae	fōrm	ae	gensg	f	1
fōrmārum	fōrm	ārum	genpl	f	1
fōrmam	fōrm	am	accsg	f	1
fōrmās	fōrm	ās	accpl	f	1
formīca	formīc	a	nomsg	f	1
formīcae	formīc	ae	nompl	f	1
formīcae	formīc	ae	gensg	f	1
formīcārum	formīc	ārum	genpl	f	1
formīcam	formīc	am	accsg	f	1
formīcās	formīc	ās	accpl	f	1
forum	for	um	nomsg	n	2
fora	for	a	nompl	n	2
forī	for	ī	gensg	n	2
forōrum	for	ōrum	genpl	n	2
forum	for	um	accsg	n	2
fora	for	a	accpl	n	2
fragmentum	fragment	um	nomsg	n	2
fragmenta	fragment	a	nompl	n	2
fragmentī	fragment	ī	gensg	n	2
fragmentōrum	fragment	ōrum	genpl	n	2
fragmentum	fragment	um	accsg	n	2
fragmenta	fragment	a	accpl	n	2
frāter	frāter	NULL	nomsg	mh	3
frātrēs	frātr	ēs	nompl	mh	3
frātris	frātr	is	gensg	mh	3
frātrum	frātr	um	genpl	mh	3
frātrem	frātr	em	accsg	mh	3
frātrēs	frātr	ēs	accpl	mh	3
fraxinus	fraxin	us	nomsg	f	2
fraxinī	fraxin	ī	nompl	f	2
fraxinī	fraxin	ī	gensg	f	2
fraxinōrum	fraxin	ōrum	genpl	f	2
fraxinum	fraxin	um	accsg	f	2
fraxinōs	fraxin	ōs	accpl	f	2
fremitus	fremit	us	nomsg	m	4
fremitūs	fremit	ūs	nompl	m	4
fremitūs	fremit	ūs	gensg	m	4
fremituum	fremit	uum	genpl	m	4
fremitum	fremit	um	accsg	m	4
fremitūs	fremit	ūs	accpl	m	4
frēnum	frēn	um	nomsg	n	2
frēna	frēn	a	nompl	n	2
frēnī	frēn	ī	gensg	n	2
frēnōrum	frēn	ōrum	genpl	n	2
frēnum	frēn	um	accsg	n	2
frēna	frēn	a	accpl	n	2
fretum	fret	um	nomsg	n	2
freta	fret	a	nompl	n	2
fretī	fret	ī	gensg	n	2
fretōrum	fret	ōrum	genpl	n	2
fretum	fret	um	accsg	n	2
freta	fret	a	accpl	n	2
frōns	frōns	NULL	nomsg	f	3
frontēs	front	ēs	nompl	f	3
frontis	front	is	gensg	f	3
frontium	front	ium	genpl	f	3
frontem	front	em	accsg	f	3
frontēs	front	ēs	accpl	f	3
frons	frons	NULL	nomsg	f	3
frondēs	frond	ēs	nompl	f	3
frondis	frond	is	gensg	f	3
frondium	frond	ium	genpl	f	3
frondem	frond	em	accsg	f	3
frondēs	frond	ēs	accpl	f	3
frūx	frūx	NULL	nomsg	f	3
frūgēs	frūg	ēs	nompl	f	3
frūgis	frūg	is	gensg	f	3
frūgum	frūg	um	genpl	f	3
frūgem	frūg	em	accsg	f	3
frūgēs	frūg	ēs	accpl	f	3
fuga	fug	a	nomsg	f	1
fugae	fug	ae	nompl	f	1
fugae	fug	ae	gensg	f	1
fugārum	fug	ārum	genpl	f	1
fugam	fug	am	accsg	f	1
fugās	fug	ās	accpl	f	1
fulgur	fulgur	NULL	nomsg	n	3
fulgura	fulgur	a	nompl	n	3
fulguris	fulgur	is	gensg	n	3
fulgurum	fulgur	um	genpl	n	3
fulgur	fulgur	NULL	accsg	n	3
fulgura	fulgur	a	accpl	n	3
fūmus	fūm	us	nomsg	m	2
fūmī	fūm	ī	nompl	m	2
fūmī	fūm	ī	gensg	m	2
fūmōrum	fūm	ōrum	genpl	m	2
fūmum	fūm	um	accsg	m	2
fūmōs	fūm	ōs	accpl	m	2
fundus	fund	us	nomsg	m	2
fundī	fund	ī	nompl	m	2
fundī	fund	ī	gensg	m	2
fundōrum	fund	ōrum	genpl	m	2
fundum	fund	um	accsg	m	2
fundōs	fund	ōs	accpl	m	2
fūniculus	fūnicul	us	nomsg	m	2
fūniculī	fūnicul	ī	nompl	m	2
fūniculī	fūnicul	ī	gensg	m	2
fūniculōrum	fūnicul	ōrum	genpl	m	2
fūniculum	fūnicul	um	accsg	m	2
fūniculōs	fūnicul	ōs	accpl	m	2
fūnis	fūn	is	nomsg	m	3
fūnēs	fūn	ēs	nompl	m	3
fūnis	fūn	is	gensg	m	3
fūnium	fūn	ium	genpl	m	3
fūnem	fūn	em	accsg	m	3
fūnēs	fūn	ēs	accpl	m	3
furnus	furn	us	nomsg	m	2
furnī	furn	ī	nompl	m	2
furnī	furn	ī	gensg	m	2
furnōrum	furn	ōrum	genpl	m	2
furnum	furn	um	accsg	m	2
furnōs	furn	ōs	accpl	m	2
furor	fur	or	nomsg	m	3
furōrēs	furōr	ēs	nompl	m	3
furōris	furōr	is	gensg	m	3
furōrum	furōr	um	genpl	m	3
furōrem	furōr	em	accsg	m	3
furōrēs	furōr	ēs	accpl	m	3
fūrtum	fūrt	um	nomsg	n	2
fūrta	fūrt	a	nompl	n	2
fūrtī	fūrt	ī	gensg	n	2
fūrtōrum	fūrt	ōrum	genpl	n	2
fūrtum	fūrt	um	accsg	n	2
fūrta	fūrt	a	accpl	n	2
gaudium	gaud	ium	nomsg	n	2
gaudia	gaud	ia	nompl	n	2
gaudiī	gaud	iī	gensg	n	2
gaudiōrum	gaud	iōrum	genpl	n	2
gaudium	gaud	ium	accsg	n	2
gaudia	gaud	ia	accpl	n	2
gēns	gēns	NULL	nomsg	f	3
gentēs	gent	ēs	nompl	f	3
gentis	gent	is	gensg	f	3
gentium	gent	ium	genpl	f	3
gentem	gent	em	accsg	f	3
gentēs	gent	ēs	accpl	f	3
genus	gen	us	nomsg	n	3
genera	gener	a	nompl	n	3
generis	gener	is	gensg	n	3
generum	gener	um	genpl	n	3
genus	gen	us	accsg	n	3
genera	gener	a	accpl	n	3
gladius	glad	ius	nomsg	m	2
gladiī	glad	iī	nompl	m	2
gladiī	glad	iī	gensg	m	2
gladiōrum	glad	iōrum	genpl	m	2
gladium	glad	ium	accsg	m	2
gladiōs	glad	iōs	accpl	m	2
glōria	glōri	a	nomsg	f	1
glōriae	glōri	ae	nompl	f	1
glōriae	glōri	ae	gensg	f	1
glōriārum	glōri	ārum	genpl	f	1
glōriam	glōri	am	accsg	f	1
glōriās	glōri	ās	accpl	f	1
gradus	grad	us	nomsg	m	4
gradūs	grad	ūs	nompl	m	4
gradūs	grad	ūs	gensg	m	4
graduum	grad	uum	genpl	m	4
gradum	grad	um	accsg	m	4
gradūs	grad	ūs	accpl	m	4
grānum	grān	um	nomsg	n	2
grāna	grān	a	nompl	n	2
grānī	grān	ī	gensg	n	2
grānōrum	grān	ōrum	genpl	n	2
grānum	grān	um	accsg	n	2
grāna	grān	a	accpl	n	2
grātia	grāti	a	nomsg	f	1
grātiae	grāti	ae	nompl	f	1
grātiae	grāti	ae	gensg	f	1
grātiārum	grāti	ārum	genpl	f	1
grātiam	grāti	am	accsg	f	1
grātiās	grāti	ās	accpl	f	1
grex	grex	NULL	nomsg	m	3
gregēs	greg	ēs	nompl	m	3
gregis	greg	is	gensg	m	3
gregum	greg	um	genpl	m	3
gregem	greg	em	accsg	m	3
gregēs	greg	ēs	accpl	m	3
gula	gul	a	nomsg	f	1
gulae	gul	ae	nompl	f	1
gulae	gul	ae	gensg	f	1
gulārum	gul	ārum	genpl	f	1
gulam	gul	am	accsg	f	1
gulās	gul	ās	accpl	f	1
gustus	gust	us	nomsg	m	4
gustūs	gust	ūs	nompl	m	4
gustūs	gust	ūs	gensg	m	4
gustuum	gust	uum	genpl	m	4
gustum	gust	um	accsg	m	4
gustūs	gust	ūs	accpl	m	4
gȳrus	gȳr	us	nomsg	m	2
gȳrī	gȳr	ī	nompl	m	2
gȳrī	gȳr	ī	gensg	m	2
gȳrōrum	gȳr	ōrum	genpl	m	2
gȳrum	gȳr	um	accsg	m	2
gȳrōs	gȳr	ōs	accpl	m	2
herba	herb	a	nomsg	f	1
herbae	herb	ae	nompl	f	1
herbae	herb	ae	gensg	f	1
herbārum	herb	ārum	genpl	f	1
herbam	herb	am	accsg	f	1
herbās	herb	ās	accpl	f	1
homō	homō	NULL	nomsg	mh	3
hominēs	homin	ēs	nompl	mh	3
hominis	homin	is	gensg	mh	3
hominum	homin	um	genpl	mh	3
hominem	homin	em	accsg	mh	3
hominēs	homin	ēs	accpl	mh	3
hōra	hōr	a	nomsg	f	1
hōrae	hōr	ae	nompl	f	1
hōrae	hōr	ae	gensg	f	1
hōrārum	hōr	ārum	genpl	f	1
hōram	hōr	am	accsg	f	1
hōrās	hōr	ās	accpl	f	1
horreum	horre	um	nomsg	n	2
horrea	horre	a	nompl	n	2
horreī	horre	ī	gensg	n	2
horreōrum	horre	ōrum	genpl	n	2
horreum	horre	um	accsg	n	2
horrea	horre	a	accpl	n	2
hospes	hospes	NULL	nomsg	fh	3
hospitēs	hospit	ēs	nompl	fh	3
hospitis	hospit	is	gensg	fh	3
hospitum	hospit	um	genpl	fh	3
hospitem	hospit	em	accsg	fh	3
hospitēs	hospit	ēs	accpl	fh	3
hospes	hospes	NULL	nomsg	mh	3
hospitēs	hospit	ēs	nompl	mh	3
hospitis	hospit	is	gensg	mh	3
hospitum	hospit	um	genpl	mh	3
hospitem	hospit	em	accsg	mh	3
hospitēs	hospit	ēs	accpl	mh	3
hostis	host	is	nomsg	fh	3
hostēs	host	ēs	nompl	fh	3
hostis	host	is	gensg	fh	3
hostium	host	ium	genpl	fh	3
hostem	host	em	accsg	fh	3
hostēs	host	ēs	accpl	fh	3
hostis	host	is	nomsg	mh	3
hostēs	host	ēs	nompl	mh	3
hostis	host	is	gensg	mh	3
hostium	host	ium	genpl	mh	3
hostem	host	em	accsg	mh	3
hostēs	host	ēs	accpl	mh	3
humus	hum	us	nomsg	f	2
humī	hum	ī	nompl	f	2
humī	hum	ī	gensg	f	2
humōrum	hum	ōrum	genpl	f	2
humum	hum	um	accsg	f	2
humōs	hum	ōs	accpl	f	2
hyacinthus	hyacinth	us	nomsg	m	2
hyacinthī	hyacinth	ī	nompl	m	2
hyacinthī	hyacinth	ī	gensg	m	2
hyacinthōrum	hyacinth	ōrum	genpl	m	2
hyacinthum	hyacinth	um	accsg	m	2
hyacinthōs	hyacinth	ōs	accpl	m	2
hypocrita	hypocrit	a	nomsg	fh	1
hypocritae	hypocrit	ae	nompl	fh	1
hypocritae	hypocrit	ae	gensg	fh	1
hypocritārum	hypocrit	ārum	genpl	fh	1
hypocritam	hypocrit	am	accsg	fh	1
hypocritās	hypocrit	ās	accpl	fh	1
hypocrita	hypocrit	a	nomsg	mh	1
hypocritae	hypocrit	ae	nompl	mh	1
hypocritae	hypocrit	ae	gensg	mh	1
hypocritārum	hypocrit	ārum	genpl	mh	1
hypocritam	hypocrit	am	accsg	mh	1
hypocritās	hypocrit	ās	accpl	mh	1
ignis	ign	is	nomsg	m	3
ignēs	ign	ēs	nompl	m	3
ignis	ign	is	gensg	m	3
ignium	ign	ium	genpl	m	3
ignem	ign	em	accsg	m	3
ignīs	ign	īs	accpl	m	3
incensus	incens	us	nomsg	m	4
incensūs	incens	ūs	nompl	m	4
incensūs	incens	ūs	gensg	m	4
incensuum	incens	um	genpl	m	4
incensum	incens	um	accsg	m	4
incensūs	incens	ūs	accpl	m	4
industria	industri	a	nomsg	f	1
industriae	industri	ae	nompl	f	1
industriae	industri	ae	gensg	f	1
industriārum	industri	ārum	genpl	f	1
industriam	industri	am	accsg	f	1
industriās	industri	ās	accpl	f	1
infernum	infern	um	nomsg	n	2
inferna	infern	a	nompl	n	2
infernii	infern	ii	gensg	n	2
infernōrum	infern	ōrum	genpl	n	2
infernum	infern	um	accsg	n	2
inferna	infern	a	accpl	n	2
inimīcus	inimīc	us	nomsg	m	2
inimīcī	inimīc	ī	nompl	m	2
inimīcī	inimīc	ī	gensg	m	2
inimīcōrum	inimīc	ōrum	genpl	m	2
inimīcum	inimīc	um	accsg	m	2
inimīcōs	inimīc	ōs	accpl	m	2
injūria	iniūri	a	nomsg	f	1
injūriai	iniūri	ai	nompl	f	1
injūriai	iniūri	ai	gensg	f	1
injūriārum	iniūri	ārum	genpl	f	1
injūriam	iniūri	am	accsg	f	1
injūriās	iniūri	ās	accpl	f	1
intestīna	intestīn	a	nompl	n	2
intestinōrum	intestin	ōrum	genpl	n	2
intestīna	intestīn	a	accpl	n	2
īra	īr	a	nomsg	f	1
īrae	īr	ae	nompl	f	1
īrae	īr	ae	gensg	f	1
īrārum	īr	ārum	genpl	f	1
īram	īr	am	accsg	f	1
īrās	īr	ās	accpl	f	1
jugum	iug	um	nomsg	n	2
juga	iug	a	nompl	n	2
jugī	iug	ī	gensg	n	2
jugōrum	iug	ōrum	genpl	n	2
jugum	iug	um	accsg	n	2
juga	iug	a	accpl	n	2
jūmentum	iūment	um	nomsg	n	2
jūmenta	iūment	a	nompl	n	2
jūmentī	iūment	ī	gensg	n	2
jūmentōrum	iūment	ōrum	genpl	n	2
jūmentum	iūment	um	accsg	n	2
jūmenta	iūment	a	accpl	n	2
jūs	iūs	NULL	nomsg	n	3
jūra	iūr	a	nompl	n	3
jūris	iūr	is	gensg	n	3
jūrum	iūr	um	genpl	n	3
jūs	iūs	NULL	accsg	n	3
jūra	iūr	a	accpl	n	3
jūstitia	iūstiti	a	nomsg	f	1
jūstitiae	iūstiti	ae	nompl	f	1
jūstitiae	iūstiti	ae	gensg	f	1
jūstitiārum	iūstiti	ārum	genpl	f	1
jūstitiam	iūstiti	am	accsg	f	1
jūstitiās	iūstiti	ās	accpl	f	1
labium	lab	ium	nomsg	n	2
labia	labi	a	nompl	n	2
labiī	lab	iī	gensg	n	2
labiōrum	lab	iōrum	genpl	n	2
labium	lab	ium	accsg	n	2
labia	labi	a	accpl	n	2
labor	lab	or	nomsg	m	3
labōrēs	labōr	ēs	nompl	m	3
labōris	labōr	is	gensg	m	3
labōrum	labōr	um	genpl	m	3
labōrem	labōr	em	accsg	m	3
labōrēs	labōr	ēs	accpl	m	3
lac	lac	NULL	nomsg	n	3
lacta	lact	a	nompl	n	3
lactis	lact	is	gensg	n	3
lactum	lact	um	genpl	n	3
lac	lac	NULL	accsg	n	3
lacta	lact	a	accpl	n	3
lacrima	lacrim	a	nomsg	f	1
lacrimae	lacrim	ae	nompl	f	1
lacrimae	lacrim	ae	gensg	f	1
lacrimārum	lacrim	ārum	genpl	f	1
lacrimam	lacrim	am	accsg	f	1
lacrimās	lacrim	ās	accpl	f	1
lacūna	lacūn	a	nomsg	f	1
lacūnae	lacūn	ae	nompl	f	1
lacūnae	lacūn	ae	gensg	f	1
lacūnārum	lacūn	ārum	genpl	f	1
lacūnam	lacūn	am	accsg	f	1
lacūnās	lacūn	ās	accpl	f	1
lacus	lac	us	nomsg	m	4
lacūs	lac	ūs	nompl	m	4
