Form	Root	Suffix	Case	Gender	Declension	Parent	English	Total	Prose	Poetry
rēgīnae	rēgīn	ae	Nom.Pl	fh	1	regina	queen, princess	73	22	51
rēgīnae	rēgīn	ae	Gen.Sg	fh	1	regina	queen, princess	73	22	51
rēgīnārum	rēgīn	ārum	Gen.Pl	fh	1	regina	queen, princess	73	22	51
rēgīnae	rēgīn	ae	Dat.Sg	fh	1	regina	queen, princess	73	22	51
rēgīnīs	rēgīn	īs	Dat.Pl	fh	1	regina	queen, princess	73	22	51
rēgīnam	rēgīn	am	Acc.Sg	fh	1	regina	queen, princess	73	22	51
rēgīnās	rēgīn	ās	Acc.Pl	fh	1	regina	queen, princess	73	22	51
rēgīnā	rēgīn	ā	Abl.Sg	fh	1	regina	queen, princess	73	22	51
rēgīnīs	rēgīn	īs	Abl.Pl	fh	1	regina	queen, princess	73	22	51
rēgīna	rēgīn	a	Voc.Sg	fh	1	regina	queen, princess	73	22	51
rēgīnae	rēgīn	ae	Voc.Pl	fh	1	regina	queen, princess	73	22	51
axis	ax	is	Nom.Sg	m	3	axis	wagon, the North Pole, board, plank	72	31	41
axēs	ax	ēs	Nom.Pl	m	3	axis	wagon, the North Pole, board, plank	72	31	41
axis	ax	is	Gen.Sg	m	3	axis	wagon, the North Pole, board, plank	72	31	41
axium	ax	ium	Gen.Pl	m	3	axis	wagon, the North Pole, board, plank	72	31	41
axī	ax	ī	Dat.Sg	m	3	axis	wagon, the North Pole, board, plank	72	31	41
axibus	ax	ibus	Dat.Pl	m	3	axis	wagon, the North Pole, board, plank	72	31	41
axem	ax	em	Acc.Sg	m	3	axis	wagon, the North Pole, board, plank	72	31	41
axēs	ax	ēs	Acc.Pl	m	3	axis	wagon, the North Pole, board, plank	72	31	41
axe	ax	e	Abl.Sg	m	3	axis	wagon, the North Pole, board, plank	72	31	41
axibus	ax	ibus	Abl.Pl	m	3	axis	wagon, the North Pole, board, plank	72	31	41
axis	ax	is	Voc.Sg	m	3	axis	wagon, the North Pole, board, plank	72	31	41
axēs	ax	ēs	Voc.Pl	m	3	axis	wagon, the North Pole, board, plank	72	31	41
vītis	vīt	is	Nom.Sg	f	3	vitis	vine	72	17	55
vītēs	vīt	ēs	Nom.Pl	f	3	vitis	vine	72	17	55
vītis	vīt	is	Gen.Sg	f	3	vitis	vine	72	17	55
vītium	vīt	ium	Gen.Pl	f	3	vitis	vine	72	17	55
vītī	vīt	ī	Dat.Sg	f	3	vitis	vine	72	17	55
vītibus	vīt	ibus	Dat.Pl	f	3	vitis	vine	72	17	55
vītem	vīt	em	Acc.Sg	f	3	vitis	vine	72	17	55
vītēs	vīt	ēs	Acc.Pl	f	3	vitis	vine	72	17	55
vīte	vīt	e	Abl.Sg	f	3	vitis	vine	72	17	55
vītibus	vīt	ibus	Abl.Pl	f	3	vitis	vine	72	17	55
vītis	vīt	is	Voc.Sg	f	3	vitis	vine	72	17	55
vītēs	vīt	ēs	Voc.Pl	f	3	vitis	vine	72	17	55
sēmen	sēmen	NULL	Nom.Sg	n	3	semen	seed	71	36	35
sēmina	sēmin	a	Nom.Pl	n	3	semen	seed	71	36	35
sēminis	sēmin	is	Gen.Sg	n	3	semen	seed	71	36	35
sēminum	sēmin	um	Gen.Pl	n	3	semen	seed	71	36	35
sēminī	sēmin	ī	Dat.Sg	n	3	semen	seed	71	36	35
sēminibus	sēmin	ibus	Dat.Pl	n	3	semen	seed	71	36	35
sēmen	sēmen	NULL	Acc.Sg	n	3	semen	seed	71	36	35
sēmina	sēmin	a	Acc.Pl	n	3	semen	seed	71	36	35
sēmine	sēmin	e	Abl.Sg	n	3	semen	seed	71	36	35
sēminibus	sēmin	ibus	Abl.Pl	n	3	semen	seed	71	36	35
sēmen	sēmen	NULL	Voc.Sg	n	3	semen	seed	71	36	35
sēmina	sēmin	a	Voc.Pl	n	3	semen	seed	71	36	35
serpēns	serpēns	NULL	Nom.Sg	f	3	serpens	serpent, snake	71	22	49
serpentēs	serpent	ēs	Nom.Pl	f	3	serpens	serpent, snake	71	22	49
serpentis	serpent	is	Gen.Sg	f	3	serpens	serpent, snake	71	22	49
serpentum	serpent	um	Gen.Pl	f	3	serpens	serpent, snake	71	22	49
serpentī	serpent	ī	Dat.Sg	f	3	serpens	serpent, snake	71	22	49
serpentibus	serpent	ibus	Dat.Pl	f	3	serpens	serpent, snake	71	22	49
serpentem	serpent	em	Acc.Sg	f	3	serpens	serpent, snake	71	22	49
serpentēs	serpent	ēs	Acc.Pl	f	3	serpens	serpent, snake	71	22	49
serpente	serpent	e	Abl.Sg	f	3	serpens	serpent, snake	71	22	49
serpentibus	serpent	ibus	Abl.Pl	f	3	serpens	serpent, snake	71	22	49
serpēns	serpēns	NULL	Voc.Sg	f	3	serpens	serpent, snake	71	22	49
serpentēs	serpent	ēs	Voc.Pl	f	3	serpens	serpent, snake	71	22	49
merum	mer	um	Nom.Sg	n	2	merum	wine unmixed with water, neat wine	71	21	50
mera	mer	a	Nom.Pl	n	2	merum	wine unmixed with water, neat wine	71	21	50
merī	mer	ī	Gen.Sg	n	2	merum	wine unmixed with water, neat wine	71	21	50
merōrum	mer	ōrum	Gen.Pl	n	2	merum	wine unmixed with water, neat wine	71	21	50
merō	mer	ō	Dat.Sg	n	2	merum	wine unmixed with water, neat wine	71	21	50
merīs	mer	īs	Dat.Pl	n	2	merum	wine unmixed with water, neat wine	71	21	50
merum	mer	um	Acc.Sg	n	2	merum	wine unmixed with water, neat wine	71	21	50
mera	mer	a	Acc.Pl	n	2	merum	wine unmixed with water, neat wine	71	21	50
merō	mer	ō	Abl.Sg	n	2	merum	wine unmixed with water, neat wine	71	21	50
merīs	mer	īs	Abl.Pl	n	2	merum	wine unmixed with water, neat wine	71	21	50
merum	mer	um	Voc.Sg	n	2	merum	wine unmixed with water, neat wine	71	21	50
mera	mer	a	Voc.Pl	n	2	merum	wine unmixed with water, neat wine	71	21	50
nauta	naut	a	Nom.Sg	mh	1	nauta	sailor	71	11	60
nautae	naut	ae	Nom.Pl	mh	1	nauta	sailor	71	11	60
nautae	naut	ae	Gen.Sg	mh	1	nauta	sailor	71	11	60
nautārum	naut	ārum	Gen.Pl	mh	1	nauta	sailor	71	11	60
nautae	naut	ae	Dat.Sg	mh	1	nauta	sailor	71	11	60
nautīs	naut	īs	Dat.Pl	mh	1	nauta	sailor	71	11	60
nautam	naut	am	Acc.Sg	mh	1	nauta	sailor	71	11	60
nautās	naut	ās	Acc.Pl	mh	1	nauta	sailor	71	11	60
nautā	naut	ā	Abl.Sg	mh	1	nauta	sailor	71	11	60
nautīs	naut	īs	Abl.Pl	mh	1	nauta	sailor	71	11	60
nauta	naut	a	Voc.Sg	mh	1	nauta	sailor	71	11	60
nautae	naut	ae	Voc.Pl	mh	1	nauta	sailor	71	11	60
artifex	artifex	NULL	Nom.Sg	mh, fh	3	artifex	artist, actor, craftsman	70	50	20
artificēs	artific	ēs	Nom.Pl	mh, fh	3	artifex	artist, actor, craftsman	70	50	20
artificis	artific	is	Gen.Sg	mh, fh	3	artifex	artist, actor, craftsman	70	50	20
artificum	artific	um	Gen.Pl	mh, fh	3	artifex	artist, actor, craftsman	70	50	20
artificī	artific	ī	Dat.Sg	mh, fh	3	artifex	artist, actor, craftsman	70	50	20
artificibus	artific	ibus	Dat.Pl	mh, fh	3	artifex	artist, actor, craftsman	70	50	20
artificem	artific	em	Acc.Sg	mh, fh	3	artifex	artist, actor, craftsman	70	50	20
artificēs	artific	ēs	Acc.Pl	mh, fh	3	artifex	artist, actor, craftsman	70	50	20
artifice	artific	e	Abl.Sg	mh, fh	3	artifex	artist, actor, craftsman	70	50	20
artificibus	artific	ibus	Abl.Pl	mh, fh	3	artifex	artist, actor, craftsman	70	50	20
artifex	artifex	NULL	Voc.Sg	mh, fh	3	artifex	artist, actor, craftsman	70	50	20
artificēs	artific	ēs	Voc.Pl	mh, fh	3	artifex	artist, actor, craftsman	70	50	20
mulier	mulier	NULL	Nom.Sg	fh	3	mulier	woman, female, wife	70	47	23
mulierēs	mulier	ēs	Nom.Pl	fh	3	mulier	woman, female, wife	70	47	23
mulieris	mulier	is	Gen.Sg	fh	3	mulier	woman, female, wife	70	47	23
mulierum	mulier	um	Gen.Pl	fh	3	mulier	woman, female, wife	70	47	23
mulierī	mulier	ī	Dat.Sg	fh	3	mulier	woman, female, wife	70	47	23
mulieribus	mulier	ibus	Dat.Pl	fh	3	mulier	woman, female, wife	70	47	23
mulierem	mulier	em	Acc.Sg	fh	3	mulier	woman, female, wife	70	47	23
mulierēs	mulier	ēs	Acc.Pl	fh	3	mulier	woman, female, wife	70	47	23
muliere	mulier	e	Abl.Sg	fh	3	mulier	woman, female, wife	70	47	23
mulieribus	mulier	ibus	Abl.Pl	fh	3	mulier	woman, female, wife	70	47	23
mulier	mulier	NULL	Voc.Sg	fh	3	mulier	woman, female, wife	70	47	23
mulierēs	mulier	ēs	Voc.Pl	fh	3	mulier	woman, female, wife	70	47	23
genū	gen	ū	Nom.Sg	n	4	genu	knee	70	42	28
genua	gen	ua	Nom.Pl	n	4	genu	knee	70	42	28
genūs	gen	ūs	Gen.Sg	n	4	genu	knee	70	42	28
genuum	gen	uum	Gen.Pl	n	4	genu	knee	70	42	28
genū	gen	ū	Dat.Sg	n	4	genu	knee	70	42	28
genibus	gen	ibus	Dat.Pl	n	4	genu	knee	70	42	28
genū	gen	ū	Acc.Sg	n	4	genu	knee	70	42	28
genua	gen	ua	Acc.Pl	n	4	genu	knee	70	42	28
genū	gen	ū	Abl.Sg	n	4	genu	knee	70	42	28
genibus	gen	ibus	Abl.Pl	n	4	genu	knee	70	42	28
genū	gen	ū	Voc.Sg	n	4	genu	knee	70	42	28
genua	gen	ua	Voc.Pl	n	4	genu	knee	70	42	28
effigiēs	effigi	ēs	Nom.Sg	f	5	effigies	copy, imitation, likeness	69	52	17
effigiēs	effigi	ēs	Nom.Pl	f	5	effigies	copy, imitation, likeness	69	52	17
effigiēī	effigi	ēī	Gen.Sg	f	5	effigies	copy, imitation, likeness	69	52	17
effigiērum	effigi	ērum	Gen.Pl	f	5	effigies	copy, imitation, likeness	69	52	17
effigiēī	effigi	ēī	Dat.Sg	f	5	effigies	copy, imitation, likeness	69	52	17
effigiēbus	effigi	ēbus	Dat.Pl	f	5	effigies	copy, imitation, likeness	69	52	17
effigiem	effigi	em	Acc.Sg	f	5	effigies	copy, imitation, likeness	69	52	17
effigiēs	effigi	ēs	Acc.Pl	f	5	effigies	copy, imitation, likeness	69	52	17
effigiē	effigi	ē	Abl.Sg	f	5	effigies	copy, imitation, likeness	69	52	17
effigiēbus	effigi	ēbus	Abl.Pl	f	5	effigies	copy, imitation, likeness	69	52	17
effigiēs	effigi	ēs	Voc.Sg	f	5	effigies	copy, imitation, likeness	69	52	17
effigiēs	effigi	ēs	Voc.Pl	f	5	effigies	copy, imitation, likeness	69	52	17
calor	calor	NULL	Nom.Sg	m	3	calor	heat, warmth	68	48	20
calōrēs	calōr	ēs	Nom.Pl	m	3	calor	heat, warmth	68	48	20
calōris	calōr	is	Gen.Sg	m	3	calor	heat, warmth	68	48	20
calōrum	calōr	um	Gen.Pl	m	3	calor	heat, warmth	68	48	20
calōrī	calōr	ī	Dat.Sg	m	3	calor	heat, warmth	68	48	20
calōribus	calōr	ibus	Dat.Pl	m	3	calor	heat, warmth	68	48	20
calōrem	calōr	em	Acc.Sg	m	3	calor	heat, warmth	68	48	20
calōrēs	calōr	ēs	Acc.Pl	m	3	calor	heat, warmth	68	48	20
calōre	calōr	e	Abl.Sg	m	3	calor	heat, warmth	68	48	20
calōribus	calōr	ibus	Abl.Pl	m	3	calor	heat, warmth	68	48	20
calor	calor	NULL	Voc.Sg	m	3	calor	heat, warmth	68	48	20
calōrēs	calōr	ēs	Voc.Pl	m	3	calor	heat, warmth	68	48	20
aedēs	aed	ēs	Nom.Sg	f	3	aedes	temple, shrine, tomb	68	47	21
aedēs	aed	ēs	Nom.Pl	f	3	aedes	temple, shrine, tomb	68	47	21
aedis	aed	is	Gen.Sg	f	3	aedes	temple, shrine, tomb	68	47	21
aedium	aed	ium	Gen.Pl	f	3	aedes	temple, shrine, tomb	68	47	21
aedī	aed	ī	Dat.Sg	f	3	aedes	temple, shrine, tomb	68	47	21
aedibus	aed	ibus	Dat.Pl	f	3	aedes	temple, shrine, tomb	68	47	21
aedem	aed	em	Acc.Sg	f	3	aedes	temple, shrine, tomb	68	47	21
aedēs	aed	ēs	Acc.Pl	f	3	aedes	temple, shrine, tomb	68	47	21
aede	aed	e	Abl.Sg	f	3	aedes	temple, shrine, tomb	68	47	21
aedibus	aed	ibus	Abl.Pl	f	3	aedes	temple, shrine, tomb	68	47	21
aedēs	aed	ēs	Voc.Sg	f	3	aedes	temple, shrine, tomb	68	47	21
aedēs	aed	ēs	Voc.Pl	f	3	aedes	temple, shrine, tomb	68	47	21
iuventa	iuvent	a	Nom.Sg	f	1	iuventa	youth	68	46	22
iuventae	iuvent	ae	Nom.Pl	f	1	iuventa	youth	68	46	22
iuventae	iuvent	ae	Gen.Sg	f	1	iuventa	youth	68	46	22
iuventārum	iuvent	ārum	Gen.Pl	f	1	iuventa	youth	68	46	22
iuventae	iuvent	ae	Dat.Sg	f	1	iuventa	youth	68	46	22
iuventīs	iuvent	īs	Dat.Pl	f	1	iuventa	youth	68	46	22
iuventam	iuvent	am	Acc.Sg	f	1	iuventa	youth	68	46	22
iuventās	iuvent	ās	Acc.Pl	f	1	iuventa	youth	68	46	22
iuventā	iuvent	ā	Abl.Sg	f	1	iuventa	youth	68	46	22
iuventīs	iuvent	īs	Abl.Pl	f	1	iuventa	youth	68	46	22
iuventa	iuvent	a	Voc.Sg	f	1	iuventa	youth	68	46	22
iuventae	iuvent	ae	Voc.Pl	f	1	iuventa	youth	68	46	22
catēna	catēn	a	Nom.Sg	f	1	catena	chain	68	34	34
catēnae	catēn	ae	Nom.Pl	f	1	catena	chain	68	34	34
catēnae	catēn	ae	Gen.Sg	f	1	catena	chain	68	34	34
catēnārum	catēn	ārum	Gen.Pl	f	1	catena	chain	68	34	34
catēnae	catēn	ae	Dat.Sg	f	1	catena	chain	68	34	34
catēnīs	catēn	īs	Dat.Pl	f	1	catena	chain	68	34	34
catēnam	catēn	am	Acc.Sg	f	1	catena	chain	68	34	34
catēnās	catēn	ās	Acc.Pl	f	1	catena	chain	68	34	34
catēnā	catēn	ā	Abl.Sg	f	1	catena	chain	68	34	34
catēnīs	catēn	īs	Abl.Pl	f	1	catena	chain	68	34	34
catēna	catēn	a	Voc.Sg	f	1	catena	chain	68	34	34
catēnae	catēn	ae	Voc.Pl	f	1	catena	chain	68	34	34
frūx	frūx	NULL	Nom.Sg	f	3	frux	produce, crop, fruit	68	28	40
frūgēs	frūg	ēs	Nom.Pl	f	3	frux	produce, crop, fruit	68	28	40
frūgis	frūg	is	Gen.Sg	f	3	frux	produce, crop, fruit	68	28	40
frūgum	frūg	um	Gen.Pl	f	3	frux	produce, crop, fruit	68	28	40
frūgī	frūg	ī	Dat.Sg	f	3	frux	produce, crop, fruit	68	28	40
frūgibus	frūg	ibus	Dat.Pl	f	3	frux	produce, crop, fruit	68	28	40
frūgem	frūg	em	Acc.Sg	f	3	frux	produce, crop, fruit	68	28	40
frūgēs	frūg	ēs	Acc.Pl	f	3	frux	produce, crop, fruit	68	28	40
frūge	frūg	e	Abl.Sg	f	3	frux	produce, crop, fruit	68	28	40
frūgibus	frūg	ibus	Abl.Pl	f	3	frux	produce, crop, fruit	68	28	40
frūx	frūx	NULL	Voc.Sg	f	3	frux	produce, crop, fruit	68	28	40
frūgēs	frūg	ēs	Voc.Pl	f	3	frux	produce, crop, fruit	68	28	40
pavor	pavor	NULL	Nom.Sg	m	3	pavor	act of trembling, quaking, fear, alarm, terror	67	52	15
pavōrēs	pavōr	ēs	Nom.Pl	m	3	pavor	act of trembling, quaking, fear, alarm, terror	67	52	15
pavōris	pavōr	is	Gen.Sg	m	3	pavor	act of trembling, quaking, fear, alarm, terror	67	52	15
pavōrum	pavōr	um	Gen.Pl	m	3	pavor	act of trembling, quaking, fear, alarm, terror	67	52	15
pavōrī	pavōr	ī	Dat.Sg	m	3	pavor	act of trembling, quaking, fear, alarm, terror	67	52	15
pavōribus	pavōr	ibus	Dat.Pl	m	3	pavor	act of trembling, quaking, fear, alarm, terror	67	52	15
pavōrem	pavōr	em	Acc.Sg	m	3	pavor	act of trembling, quaking, fear, alarm, terror	67	52	15
pavōrēs	pavōr	ēs	Acc.Pl	m	3	pavor	act of trembling, quaking, fear, alarm, terror	67	52	15
pavōre	pavōr	e	Abl.Sg	m	3	pavor	act of trembling, quaking, fear, alarm, terror	67	52	15
pavōribus	pavōr	ibus	Abl.Pl	m	3	pavor	act of trembling, quaking, fear, alarm, terror	67	52	15
pavor	pavor	NULL	Voc.Sg	m	3	pavor	act of trembling, quaking, fear, alarm, terror	67	52	15
pavōrēs	pavōr	ēs	Voc.Pl	m	3	pavor	act of trembling, quaking, fear, alarm, terror	67	52	15
querēla	querēl	a	Nom.Sg	f	1	querela	complaint, grievance, illness, lament	67	33	34
querēlae	querēl	ae	Nom.Pl	f	1	querela	complaint, grievance, illness, lament	67	33	34
querēlae	querēl	ae	Gen.Sg	f	1	querela	complaint, grievance, illness, lament	67	33	34
querēlārum	querēl	ārum	Gen.Pl	f	1	querela	complaint, grievance, illness, lament	67	33	34
querēlae	querēl	ae	Dat.Sg	f	1	querela	complaint, grievance, illness, lament	67	33	34
querēlīs	querēl	īs	Dat.Pl	f	1	querela	complaint, grievance, illness, lament	67	33	34
querēlam	querēl	am	Acc.Sg	f	1	querela	complaint, grievance, illness, lament	67	33	34
querēlās	querēl	ās	Acc.Pl	f	1	querela	complaint, grievance, illness, lament	67	33	34
querēlā	querēl	ā	Abl.Sg	f	1	querela	complaint, grievance, illness, lament	67	33	34
querēlīs	querēl	īs	Abl.Pl	f	1	querela	complaint, grievance, illness, lament	67	33	34
querēla	querēl	a	Voc.Sg	f	1	querela	complaint, grievance, illness, lament	67	33	34
querēlae	querēl	ae	Voc.Pl	f	1	querela	complaint, grievance, illness, lament	67	33	34
magister	magister	NULL	Nom.Sg	mh	2	magister	teacher, master	67	24	43
magistrī	magistr	ī	Nom.Pl	mh	2	magister	teacher, master	67	24	43
magistrī	magistr	ī	Gen.Sg	mh	2	magister	teacher, master	67	24	43
magistrōrum	magistr	ōrum	Gen.Pl	mh	2	magister	teacher, master	67	24	43
magistrō	magistr	ō	Dat.Sg	mh	2	magister	teacher, master	67	24	43
magistrīs	magistr	īs	Dat.Pl	mh	2	magister	teacher, master	67	24	43
magistrum	magistr	um	Acc.Sg	mh	2	magister	teacher, master	67	24	43
magistrōs	magistr	ōs	Acc.Pl	mh	2	magister	teacher, master	67	24	43
magistrō	magistr	ō	Abl.Sg	mh	2	magister	teacher, master	67	24	43
magistrīs	magistr	īs	Abl.Pl	mh	2	magister	teacher, master	67	24	43
magister	magister	NULL	Voc.Sg	mh	2	magister	teacher, master	67	24	43
magistrī	magistr	ī	Voc.Pl	mh	2	magister	teacher, master	67	24	43
cliēns	cliēns	NULL	Nom.Sg	mh, fh	3	cliens	customer, client	66	50	16
clientēs	client	ēs	Nom.Pl	mh, fh	3	cliens	customer, client	66	50	16
clientis	client	is	Gen.Sg	mh, fh	3	cliens	customer, client	66	50	16
clientium	client	ium	Gen.Pl	mh, fh	3	cliens	customer, client	66	50	16
clientī	client	ī	Dat.Sg	mh, fh	3	cliens	customer, client	66	50	16
clientibus	client	ibus	Dat.Pl	mh, fh	3	cliens	customer, client	66	50	16
clientem	client	em	Acc.Sg	mh, fh	3	cliens	customer, client	66	50	16
clientēs	client	ēs	Acc.Pl	mh, fh	3	cliens	customer, client	66	50	16
cliente	client	e	Abl.Sg	mh, fh	3	cliens	customer, client	66	50	16
clientibus	client	ibus	Abl.Pl	mh, fh	3	cliens	customer, client	66	50	16
cliēns	cliēns	NULL	Voc.Sg	mh, fh	3	cliens	customer, client	66	50	16
clientēs	client	ēs	Voc.Pl	mh, fh	3	cliens	customer, client	66	50	16
simulācrum	simulācr	um	Nom.Sg	n	2	simulacrum	image, likeness	66	47	19
simulācra	simulācr	a	Nom.Pl	n	2	simulacrum	image, likeness	66	47	19
simulācrī	simulācr	ī	Gen.Sg	n	2	simulacrum	image, likeness	66	47	19
simulācrōrum	simulācr	ōrum	Gen.Pl	n	2	simulacrum	image, likeness	66	47	19
simulācrō	simulācr	ō	Dat.Sg	n	2	simulacrum	image, likeness	66	47	19
simulācrīs	simulācr	īs	Dat.Pl	n	2	simulacrum	image, likeness	66	47	19
simulācrum	simulācr	um	Acc.Sg	n	2	simulacrum	image, likeness	66	47	19
simulācra	simulācr	a	Acc.Pl	n	2	simulacrum	image, likeness	66	47	19
simulācrō	simulācr	ō	Abl.Sg	n	2	simulacrum	image, likeness	66	47	19
simulācrīs	simulācr	īs	Abl.Pl	n	2	simulacrum	image, likeness	66	47	19
simulācrum	simulācr	um	Voc.Sg	n	2	simulacrum	image, likeness	66	47	19
simulācra	simulācr	a	Voc.Pl	n	2	simulacrum	image, likeness	66	47	19
rector	rector	NULL	Nom.Sg	mh	3	rector	guide, leader, director	66	38	28
rectōrēs	rectōr	ēs	Nom.Pl	mh	3	rector	guide, leader, director	66	38	28
rectōris	rectōr	is	Gen.Sg	mh	3	rector	guide, leader, director	66	38	28
rectōrum	rectōr	um	Gen.Pl	mh	3	rector	guide, leader, director	66	38	28
rectōrī	rectōr	ī	Dat.Sg	mh	3	rector	guide, leader, director	66	38	28
rectōribus	rectōr	ibus	Dat.Pl	mh	3	rector	guide, leader, director	66	38	28
rectōrem	rectōr	em	Acc.Sg	mh	3	rector	guide, leader, director	66	38	28
rectōrēs	rectōr	ēs	Acc.Pl	mh	3	rector	guide, leader, director	66	38	28
rectōre	rectōr	e	Abl.Sg	mh	3	rector	guide, leader, director	66	38	28
rectōribus	rectōr	ibus	Abl.Pl	mh	3	rector	guide, leader, director	66	38	28
rector	rector	NULL	Voc.Sg	mh	3	rector	guide, leader, director	66	38	28
rectōrēs	rectōr	ēs	Voc.Pl	mh	3	rector	guide, leader, director	66	38	28
hūmor	hūmor	NULL	Nom.Sg	m	3	humor	liquid, fluid, humour	66	35	31
hūmōrēs	hūmōr	ēs	Nom.Pl	m	3	humor	liquid, fluid, humour	66	35	31
hūmōris	hūmōr	is	Gen.Sg	m	3	humor	liquid, fluid, humour	66	35	31
hūmōrum	hūmōr	um	Gen.Pl	m	3	humor	liquid, fluid, humour	66	35	31
hūmōrī	hūmōr	ī	Dat.Sg	m	3	humor	liquid, fluid, humour	66	35	31
hūmōribus	hūmōr	ibus	Dat.Pl	m	3	humor	liquid, fluid, humour	66	35	31
hūmōrem	hūmōr	em	Acc.Sg	m	3	humor	liquid, fluid, humour	66	35	31
hūmōrēs	hūmōr	ēs	Acc.Pl	m	3	humor	liquid, fluid, humour	66	35	31
hūmōre	hūmōr	e	Abl.Sg	m	3	humor	liquid, fluid, humour	66	35	31
hūmōribus	hūmōr	ibus	Abl.Pl	m	3	humor	liquid, fluid, humour	66	35	31
hūmor	hūmor	NULL	Voc.Sg	m	3	humor	liquid, fluid, humour	66	35	31
hūmōrēs	hūmōr	ēs	Voc.Pl	m	3	humor	liquid, fluid, humour	66	35	31
cēna	cēn	a	Nom.Sg	f	1	cena	dinner	65	37	28
cēnae	cēn	ae	Nom.Pl	f	1	cena	dinner	65	37	28
cēnae	cēn	ae	Gen.Sg	f	1	cena	dinner	65	37	28
cēnārum	cēn	ārum	Gen.Pl	f	1	cena	dinner	65	37	28
cēnae	cēn	ae	Dat.Sg	f	1	cena	dinner	65	37	28
cēnīs	cēn	īs	Dat.Pl	f	1	cena	dinner	65	37	28
cēnam	cēn	am	Acc.Sg	f	1	cena	dinner	65	37	28
cēnās	cēn	ās	Acc.Pl	f	1	cena	dinner	65	37	28
cēnā	cēn	ā	Abl.Sg	f	1	cena	dinner	65	37	28
cēnīs	cēn	īs	Abl.Pl	f	1	cena	dinner	65	37	28
cēna	cēn	a	Voc.Sg	f	1	cena	dinner	65	37	28
cēnae	cēn	ae	Voc.Pl	f	1	cena	dinner	65	37	28
seges	seges	NULL	Nom.Sg	f	3	seges	cornfield	65	15	50
segetēs	seget	ēs	Nom.Pl	f	3	seges	cornfield	65	15	50
segetis	seget	is	Gen.Sg	f	3	seges	cornfield	65	15	50
segetum	seget	um	Gen.Pl	f	3	seges	cornfield	65	15	50
segetī	seget	ī	Dat.Sg	f	3	seges	cornfield	65	15	50
segetibus	seget	ibus	Dat.Pl	f	3	seges	cornfield	65	15	50
segetem	seget	em	Acc.Sg	f	3	seges	cornfield	65	15	50
segetēs	seget	ēs	Acc.Pl	f	3	seges	cornfield	65	15	50
segete	seget	e	Abl.Sg	f	3	seges	cornfield	65	15	50
segetibus	seget	ibus	Abl.Pl	f	3	seges	cornfield	65	15	50
seges	seges	NULL	Voc.Sg	f	3	seges	cornfield	65	15	50
segetēs	seget	ēs	Voc.Pl	f	3	seges	cornfield	65	15	50
focus	foc	us	Nom.Sg	m	2	focus	hearth, fireplace	65	12	53
focī	foc	ī	Nom.Pl	m	2	focus	hearth, fireplace	65	12	53
focī	foc	ī	Gen.Sg	m	2	focus	hearth, fireplace	65	12	53
focōrum	foc	ōrum	Gen.Pl	m	2	focus	hearth, fireplace	65	12	53
focō	foc	ō	Dat.Sg	m	2	focus	hearth, fireplace	65	12	53
focīs	foc	īs	Dat.Pl	m	2	focus	hearth, fireplace	65	12	53
focum	foc	um	Acc.Sg	m	2	focus	hearth, fireplace	65	12	53
focōs	foc	ōs	Acc.Pl	m	2	focus	hearth, fireplace	65	12	53
focō	foc	ō	Abl.Sg	m	2	focus	hearth, fireplace	65	12	53
focīs	foc	īs	Abl.Pl	m	2	focus	hearth, fireplace	65	12	53
foce	foc	e	Voc.Sg	m	2	focus	hearth, fireplace	65	12	53
focī	foc	ī	Voc.Pl	m	2	focus	hearth, fireplace	65	12	53
vīlla	vīll	a	Nom.Sg	f	1	villa	villa, estate, farm	64	49	15
vīllae	vīll	ae	Nom.Pl	f	1	villa	villa, estate, farm	64	49	15
vīllae	vīll	ae	Gen.Sg	f	1	villa	villa, estate, farm	64	49	15
vīllārum	vīll	ārum	Gen.Pl	f	1	villa	villa, estate, farm	64	49	15
vīllae	vīll	ae	Dat.Sg	f	1	villa	villa, estate, farm	64	49	15
vīllīs	vīll	īs	Dat.Pl	f	1	villa	villa, estate, farm	64	49	15
vīllam	vīll	am	Acc.Sg	f	1	villa	villa, estate, farm	64	49	15
vīllās	vīll	ās	Acc.Pl	f	1	villa	villa, estate, farm	64	49	15
vīllā	vīll	ā	Abl.Sg	f	1	villa	villa, estate, farm	64	49	15
vīllīs	vīll	īs	Abl.Pl	f	1	villa	villa, estate, farm	64	49	15
vīlla	vīll	a	Voc.Sg	f	1	villa	villa, estate, farm	64	49	15
vīllae	vīll	ae	Voc.Pl	f	1	villa	villa, estate, farm	64	49	15
īnfāns	īnfāns	NULL	Nom.Sg	mh, fh	3	infans	infant	64	43	21
īnfantēs	īnfant	ēs	Nom.Pl	mh, fh	3	infans	infant	64	43	21
īnfantis	īnfant	is	Gen.Sg	mh, fh	3	infans	infant	64	43	21
īnfantium	īnfant	ium	Gen.Pl	mh, fh	3	infans	infant	64	43	21
īnfantī	īnfant	ī	Dat.Sg	mh, fh	3	infans	infant	64	43	21
īnfantibus	īnfant	ibus	Dat.Pl	mh, fh	3	infans	infant	64	43	21
īnfantem	īnfant	em	Acc.Sg	mh, fh	3	infans	infant	64	43	21
īnfantēs	īnfant	ēs	Acc.Pl	mh, fh	3	infans	infant	64	43	21
īnfante	īnfant	e	Abl.Sg	mh, fh	3	infans	infant	64	43	21
