Form	Root	Suffix	Case	Gender	Declension	Parent	English	Total	Prose	Poetry
flētum	flēt	um	Acc.Sg	m	4	fletus	weeping, tears	83	19	64
flētūs	flēt	ūs	Acc.Pl	m	4	fletus	weeping, tears	83	19	64
flētū	flēt	ū	Abl.Sg	m	4	fletus	weeping, tears	83	19	64
flētibus	flēt	ibus	Abl.Pl	m	4	fletus	weeping, tears	83	19	64
flētus	flēt	us	Voc.Sg	m	4	fletus	weeping, tears	83	19	64
flētūs	flēt	ūs	Voc.Pl	m	4	fletus	weeping, tears	83	19	64
formīdo	formīdo	NULL	Nom.Sg	f	3	formido	fear, alarm, fright, terror	82	66	16
formīdinēs	formīdin	ēs	Nom.Pl	f	3	formido	fear, alarm, fright, terror	82	66	16
formīdinis	formīdin	is	Gen.Sg	f	3	formido	fear, alarm, fright, terror	82	66	16
formīdinum	formīdin	um	Gen.Pl	f	3	formido	fear, alarm, fright, terror	82	66	16
formīdinī	formīdin	ī	Dat.Sg	f	3	formido	fear, alarm, fright, terror	82	66	16
formīdinibus	formīdin	ibus	Dat.Pl	f	3	formido	fear, alarm, fright, terror	82	66	16
formīdinem	formīdin	em	Acc.Sg	f	3	formido	fear, alarm, fright, terror	82	66	16
formīdinēs	formīdin	ēs	Acc.Pl	f	3	formido	fear, alarm, fright, terror	82	66	16
formīdine	formīdin	e	Abl.Sg	f	3	formido	fear, alarm, fright, terror	82	66	16
formīdinibus	formīdin	ibus	Abl.Pl	f	3	formido	fear, alarm, fright, terror	82	66	16
formīdo	formīdo	NULL	Voc.Sg	f	3	formido	fear, alarm, fright, terror	82	66	16
formīdinēs	formīdin	ēs	Voc.Pl	f	3	formido	fear, alarm, fright, terror	82	66	16
foedus	foedus	NULL	Nom.Sg	n	3	foedus	treaty, agreement, contract, league	82	47	35
foedera	foeder	a	Nom.Pl	n	3	foedus	treaty, agreement, contract, league	82	47	35
foederis	foeder	is	Gen.Sg	n	3	foedus	treaty, agreement, contract, league	82	47	35
foederum	foeder	um	Gen.Pl	n	3	foedus	treaty, agreement, contract, league	82	47	35
foederī	foeder	ī	Dat.Sg	n	3	foedus	treaty, agreement, contract, league	82	47	35
foederibus	foeder	ibus	Dat.Pl	n	3	foedus	treaty, agreement, contract, league	82	47	35
foedus	foedus	NULL	Acc.Sg	n	3	foedus	treaty, agreement, contract, league	82	47	35
foedera	foeder	a	Acc.Pl	n	3	foedus	treaty, agreement, contract, league	82	47	35
foedere	foeder	e	Abl.Sg	n	3	foedus	treaty, agreement, contract, league	82	47	35
foederibus	foeder	ibus	Abl.Pl	n	3	foedus	treaty, agreement, contract, league	82	47	35
foedus	foedus	NULL	Voc.Sg	n	3	foedus	treaty, agreement, contract, league	82	47	35
foedera	foeder	a	Voc.Pl	n	3	foedus	treaty, agreement, contract, league	82	47	35
exsul	exsul	NULL	Nom.Sg	mh, fh	3	exsul	person who is exiled, exile, wanderer	81	45	36
exsulēs	exsul	ēs	Nom.Pl	mh, fh	3	exsul	person who is exiled, exile, wanderer	81	45	36
exsulis	exsul	is	Gen.Sg	mh, fh	3	exsul	person who is exiled, exile, wanderer	81	45	36
exsulum	exsul	um	Gen.Pl	mh, fh	3	exsul	person who is exiled, exile, wanderer	81	45	36
exsulī	exsul	ī	Dat.Sg	mh, fh	3	exsul	person who is exiled, exile, wanderer	81	45	36
exsulibus	exsul	ibus	Dat.Pl	mh, fh	3	exsul	person who is exiled, exile, wanderer	81	45	36
exsulem	exsul	em	Acc.Sg	mh, fh	3	exsul	person who is exiled, exile, wanderer	81	45	36
exsulēs	exsul	ēs	Acc.Pl	mh, fh	3	exsul	person who is exiled, exile, wanderer	81	45	36
exsule	exsul	e	Abl.Sg	mh, fh	3	exsul	person who is exiled, exile, wanderer	81	45	36
exsulibus	exsul	ibus	Abl.Pl	mh, fh	3	exsul	person who is exiled, exile, wanderer	81	45	36
exsul	exsul	NULL	Voc.Sg	mh, fh	3	exsul	person who is exiled, exile, wanderer	81	45	36
exsulēs	exsul	ēs	Voc.Pl	mh, fh	3	exsul	person who is exiled, exile, wanderer	81	45	36
ortus	ort	us	Nom.Sg	m	4	ortus	sunrise	81	31	50
ortūs	ort	ūs	Nom.Pl	m	4	ortus	sunrise	81	31	50
ortūs	ort	ūs	Gen.Sg	m	4	ortus	sunrise	81	31	50
ortuum	ort	uum	Gen.Pl	m	4	ortus	sunrise	81	31	50
ortuī	ort	uī	Dat.Sg	m	4	ortus	sunrise	81	31	50
ortibus	ort	ibus	Dat.Pl	m	4	ortus	sunrise	81	31	50
ortum	ort	um	Acc.Sg	m	4	ortus	sunrise	81	31	50
ortūs	ort	ūs	Acc.Pl	m	4	ortus	sunrise	81	31	50
ortū	ort	ū	Abl.Sg	m	4	ortus	sunrise	81	31	50
ortibus	ort	ibus	Abl.Pl	m	4	ortus	sunrise	81	31	50
ortus	ort	us	Voc.Sg	m	4	ortus	sunrise	81	31	50
ortūs	ort	ūs	Voc.Pl	m	4	ortus	sunrise	81	31	50
laetitia	laetiti	a	Nom.Sg	f	1	laetitia	great joy, gladness, pleasure, delight	80	63	17
laetitiae	laetiti	ae	Nom.Pl	f	1	laetitia	great joy, gladness, pleasure, delight	80	63	17
laetitiae	laetiti	ae	Gen.Sg	f	1	laetitia	great joy, gladness, pleasure, delight	80	63	17
laetitiārum	laetiti	ārum	Gen.Pl	f	1	laetitia	great joy, gladness, pleasure, delight	80	63	17
laetitiae	laetiti	ae	Dat.Sg	f	1	laetitia	great joy, gladness, pleasure, delight	80	63	17
laetitiīs	laetiti	īs	Dat.Pl	f	1	laetitia	great joy, gladness, pleasure, delight	80	63	17
laetitiam	laetiti	am	Acc.Sg	f	1	laetitia	great joy, gladness, pleasure, delight	80	63	17
laetitiās	laetiti	ās	Acc.Pl	f	1	laetitia	great joy, gladness, pleasure, delight	80	63	17
laetitiā	laetiti	ā	Abl.Sg	f	1	laetitia	great joy, gladness, pleasure, delight	80	63	17
laetitiīs	laetiti	īs	Abl.Pl	f	1	laetitia	great joy, gladness, pleasure, delight	80	63	17
laetitia	laetiti	a	Voc.Sg	f	1	laetitia	great joy, gladness, pleasure, delight	80	63	17
laetitiae	laetiti	ae	Voc.Pl	f	1	laetitia	great joy, gladness, pleasure, delight	80	63	17
mercēs	mercēs	NULL	Nom.Sg	f	3	merces	pay, wages, reward	80	52	28
mercēdēs	mercēd	ēs	Nom.Pl	f	3	merces	pay, wages, reward	80	52	28
mercēdis	mercēd	is	Gen.Sg	f	3	merces	pay, wages, reward	80	52	28
mercēdum	mercēd	um	Gen.Pl	f	3	merces	pay, wages, reward	80	52	28
mercēdī	mercēd	ī	Dat.Sg	f	3	merces	pay, wages, reward	80	52	28
mercēdibus	mercēd	ibus	Dat.Pl	f	3	merces	pay, wages, reward	80	52	28
mercēdem	mercēd	em	Acc.Sg	f	3	merces	pay, wages, reward	80	52	28
mercēdēs	mercēd	ēs	Acc.Pl	f	3	merces	pay, wages, reward	80	52	28
mercēde	mercēd	e	Abl.Sg	f	3	merces	pay, wages, reward	80	52	28
mercēdibus	mercēd	ibus	Abl.Pl	f	3	merces	pay, wages, reward	80	52	28
mercēs	mercēs	NULL	Voc.Sg	f	3	merces	pay, wages, reward	80	52	28
mercēdēs	mercēd	ēs	Voc.Pl	f	3	merces	pay, wages, reward	80	52	28
capillus	capill	us	Nom.Sg	m	2	capillus	hair (a single hair), head of hair	80	26	54
capillī	capill	ī	Nom.Pl	m	2	capillus	hair (a single hair), head of hair	80	26	54
capillī	capill	ī	Gen.Sg	m	2	capillus	hair (a single hair), head of hair	80	26	54
capillōrum	capill	ōrum	Gen.Pl	m	2	capillus	hair (a single hair), head of hair	80	26	54
capillō	capill	ō	Dat.Sg	m	2	capillus	hair (a single hair), head of hair	80	26	54
capillīs	capill	īs	Dat.Pl	m	2	capillus	hair (a single hair), head of hair	80	26	54
capillum	capill	um	Acc.Sg	m	2	capillus	hair (a single hair), head of hair	80	26	54
capillōs	capill	ōs	Acc.Pl	m	2	capillus	hair (a single hair), head of hair	80	26	54
capillō	capill	ō	Abl.Sg	m	2	capillus	hair (a single hair), head of hair	80	26	54
capillīs	capill	īs	Abl.Pl	m	2	capillus	hair (a single hair), head of hair	80	26	54
capille	capill	e	Voc.Sg	m	2	capillus	hair (a single hair), head of hair	80	26	54
capillī	capill	ī	Voc.Pl	m	2	capillus	hair (a single hair), head of hair	80	26	54
lūcus	lūc	us	Nom.Sg	m	2	lucus	a grove sacred to a deity, a wood	80	24	56
lūcī	lūc	ī	Nom.Pl	m	2	lucus	a grove sacred to a deity, a wood	80	24	56
lūcī	lūc	ī	Gen.Sg	m	2	lucus	a grove sacred to a deity, a wood	80	24	56
lūcōrum	lūc	ōrum	Gen.Pl	m	2	lucus	a grove sacred to a deity, a wood	80	24	56
lūcō	lūc	ō	Dat.Sg	m	2	lucus	a grove sacred to a deity, a wood	80	24	56
lūcīs	lūc	īs	Dat.Pl	m	2	lucus	a grove sacred to a deity, a wood	80	24	56
lūcum	lūc	um	Acc.Sg	m	2	lucus	a grove sacred to a deity, a wood	80	24	56
lūcōs	lūc	ōs	Acc.Pl	m	2	lucus	a grove sacred to a deity, a wood	80	24	56
lūcō	lūc	ō	Abl.Sg	m	2	lucus	a grove sacred to a deity, a wood	80	24	56
lūcīs	lūc	īs	Abl.Pl	m	2	lucus	a grove sacred to a deity, a wood	80	24	56
lūce	lūc	e	Voc.Sg	m	2	lucus	a grove sacred to a deity, a wood	80	24	56
lūcī	lūc	ī	Voc.Pl	m	2	lucus	a grove sacred to a deity, a wood	80	24	56
orīgō	orīgō	NULL	Nom.Sg	f	3	origo	beginning, origin	78	57	21
orīginēs	orīgin	ēs	Nom.Pl	f	3	origo	beginning, origin	78	57	21
orīginis	orīgin	is	Gen.Sg	f	3	origo	beginning, origin	78	57	21
orīginum	orīgin	um	Gen.Pl	f	3	origo	beginning, origin	78	57	21
orīginī	orīgin	ī	Dat.Sg	f	3	origo	beginning, origin	78	57	21
orīginibus	orīgin	ibus	Dat.Pl	f	3	origo	beginning, origin	78	57	21
orīginem	orīgin	em	Acc.Sg	f	3	origo	beginning, origin	78	57	21
orīginēs	orīgin	ēs	Acc.Pl	f	3	origo	beginning, origin	78	57	21
orīgine	orīgin	e	Abl.Sg	f	3	origo	beginning, origin	78	57	21
orīginibus	orīgin	ibus	Abl.Pl	f	3	origo	beginning, origin	78	57	21
orīgō	orīgō	NULL	Voc.Sg	f	3	origo	beginning, origin	78	57	21
orīginēs	orīgin	ēs	Voc.Pl	f	3	origo	beginning, origin	78	57	21
āēr	āēr	NULL	Nom.Sg	m, f	3	aer	air	78	13	65
āerēs	āer	ēs	Nom.Pl	m, f	3	aer	air	78	13	65
āeris	āer	is	Gen.Sg	m, f	3	aer	air	78	13	65
āerum	āer	um	Gen.Pl	m, f	3	aer	air	78	13	65
āerī	āer	ī	Dat.Sg	m, f	3	aer	air	78	13	65
āeribus	āer	ibus	Dat.Pl	m, f	3	aer	air	78	13	65
āera	āer	a	Acc.Sg	m, f	3	aer	air	78	13	65
āerēs	āer	ēs	Acc.Pl	m, f	3	aer	air	78	13	65
āere	āer	e	Abl.Sg	m, f	3	aer	air	78	13	65
āeribus	āer	ibus	Abl.Pl	m, f	3	aer	air	78	13	65
āēr	āēr	NULL	Voc.Sg	m, f	3	aer	air	78	13	65
āerēs	āer	ēs	Voc.Pl	m, f	3	aer	air	78	13	65
pestis	pest	is	Nom.Sg	f	3	pestis	disease, plague, pest	77	31	46
pestēs	pest	ēs	Nom.Pl	f	3	pestis	disease, plague, pest	77	31	46
pestis	pest	is	Gen.Sg	f	3	pestis	disease, plague, pest	77	31	46
pestium	pest	ium	Gen.Pl	f	3	pestis	disease, plague, pest	77	31	46
pestī	pest	ī	Dat.Sg	f	3	pestis	disease, plague, pest	77	31	46
pestibus	pest	ibus	Dat.Pl	f	3	pestis	disease, plague, pest	77	31	46
pestem	pest	em	Acc.Sg	f	3	pestis	disease, plague, pest	77	31	46
pestēs	pest	ēs	Acc.Pl	f	3	pestis	disease, plague, pest	77	31	46
peste	pest	e	Abl.Sg	f	3	pestis	disease, plague, pest	77	31	46
pestibus	pest	ibus	Abl.Pl	f	3	pestis	disease, plague, pest	77	31	46
pestis	pest	is	Voc.Sg	f	3	pestis	disease, plague, pest	77	31	46
pestēs	pest	ēs	Voc.Pl	f	3	pestis	disease, plague, pest	77	31	46
aspectus	aspect	us	Nom.Sg	m	4	aspectus	act of seeing or looking at something, look, sight, vision	76	59	17
aspectūs	aspect	ūs	Nom.Pl	m	4	aspectus	act of seeing or looking at something, look, sight, vision	76	59	17
aspectūs	aspect	ūs	Gen.Sg	m	4	aspectus	act of seeing or looking at something, look, sight, vision	76	59	17
aspectuum	aspect	uum	Gen.Pl	m	4	aspectus	act of seeing or looking at something, look, sight, vision	76	59	17
aspectuī	aspect	uī	Dat.Sg	m	4	aspectus	act of seeing or looking at something, look, sight, vision	76	59	17
aspectibus	aspect	ibus	Dat.Pl	m	4	aspectus	act of seeing or looking at something, look, sight, vision	76	59	17
aspectum	aspect	um	Acc.Sg	m	4	aspectus	act of seeing or looking at something, look, sight, vision	76	59	17
aspectūs	aspect	ūs	Acc.Pl	m	4	aspectus	act of seeing or looking at something, look, sight, vision	76	59	17
aspectū	aspect	ū	Abl.Sg	m	4	aspectus	act of seeing or looking at something, look, sight, vision	76	59	17
aspectibus	aspect	ibus	Abl.Pl	m	4	aspectus	act of seeing or looking at something, look, sight, vision	76	59	17
aspectus	aspect	us	Voc.Sg	m	4	aspectus	act of seeing or looking at something, look, sight, vision	76	59	17
aspectūs	aspect	ūs	Voc.Pl	m	4	aspectus	act of seeing or looking at something, look, sight, vision	76	59	17
agger	agger	NULL	Nom.Sg	m	3	agger	rampart, bulwark, dam	76	54	22
aggerēs	agger	ēs	Nom.Pl	m	3	agger	rampart, bulwark, dam	76	54	22
aggeris	agger	is	Gen.Sg	m	3	agger	rampart, bulwark, dam	76	54	22
aggerum	agger	um	Gen.Pl	m	3	agger	rampart, bulwark, dam	76	54	22
aggerī	agger	ī	Dat.Sg	m	3	agger	rampart, bulwark, dam	76	54	22
aggeribus	agger	ibus	Dat.Pl	m	3	agger	rampart, bulwark, dam	76	54	22
aggerem	agger	em	Acc.Sg	m	3	agger	rampart, bulwark, dam	76	54	22
aggerēs	agger	ēs	Acc.Pl	m	3	agger	rampart, bulwark, dam	76	54	22
aggere	agger	e	Abl.Sg	m	3	agger	rampart, bulwark, dam	76	54	22
aggeribus	agger	ibus	Abl.Pl	m	3	agger	rampart, bulwark, dam	76	54	22
agger	agger	NULL	Voc.Sg	m	3	agger	rampart, bulwark, dam	76	54	22
aggerēs	agger	ēs	Voc.Pl	m	3	agger	rampart, bulwark, dam	76	54	22
sacerdōs	sacerdōs	NULL	Nom.Sg	mh, fh	3	sacerdos	priest, priestess, cleric	76	40	36
sacerdōtēs	sacerdōt	ēs	Nom.Pl	mh, fh	3	sacerdos	priest, priestess, cleric	76	40	36
sacerdōtis	sacerdōt	is	Gen.Sg	mh, fh	3	sacerdos	priest, priestess, cleric	76	40	36
sacerdōtum	sacerdōt	um	Gen.Pl	mh, fh	3	sacerdos	priest, priestess, cleric	76	40	36
sacerdōtī	sacerdōt	ī	Dat.Sg	mh, fh	3	sacerdos	priest, priestess, cleric	76	40	36
sacerdōtibus	sacerdōt	ibus	Dat.Pl	mh, fh	3	sacerdos	priest, priestess, cleric	76	40	36
sacerdōtem	sacerdōt	em	Acc.Sg	mh, fh	3	sacerdos	priest, priestess, cleric	76	40	36
sacerdōtēs	sacerdōt	ēs	Acc.Pl	mh, fh	3	sacerdos	priest, priestess, cleric	76	40	36
sacerdōte	sacerdōt	e	Abl.Sg	mh, fh	3	sacerdos	priest, priestess, cleric	76	40	36
sacerdōtibus	sacerdōt	ibus	Abl.Pl	mh, fh	3	sacerdos	priest, priestess, cleric	76	40	36
sacerdōs	sacerdōs	NULL	Voc.Sg	mh, fh	3	sacerdos	priest, priestess, cleric	76	40	36
sacerdōtēs	sacerdōt	ēs	Voc.Pl	mh, fh	3	sacerdos	priest, priestess, cleric	76	40	36
stēlla	stēll	a	Nom.Sg	f	1	stella	star, planet	76	38	38
stēllae	stēll	ae	Nom.Pl	f	1	stella	star, planet	76	38	38
stēllae	stēll	ae	Gen.Sg	f	1	stella	star, planet	76	38	38
stēllārum	stēll	ārum	Gen.Pl	f	1	stella	star, planet	76	38	38
stēllae	stēll	ae	Dat.Sg	f	1	stella	star, planet	76	38	38
stēllīs	stēll	īs	Dat.Pl	f	1	stella	star, planet	76	38	38
stēllam	stēll	am	Acc.Sg	f	1	stella	star, planet	76	38	38
stēllās	stēll	ās	Acc.Pl	f	1	stella	star, planet	76	38	38
stēllā	stēll	ā	Abl.Sg	f	1	stella	star, planet	76	38	38
stēllīs	stēll	īs	Abl.Pl	f	1	stella	star, planet	76	38	38
stēlla	stēll	a	Voc.Sg	f	1	stella	star, planet	76	38	38
stēllae	stēll	ae	Voc.Pl	f	1	stella	star, planet	76	38	38
pōculum	pōcul	um	Nom.Sg	n	2	poculum	a drinking cup	76	20	56
pōcula	pōcul	a	Nom.Pl	n	2	poculum	a drinking cup	76	20	56
pōculī	pōcul	ī	Gen.Sg	n	2	poculum	a drinking cup	76	20	56
pōculōrum	pōcul	ōrum	Gen.Pl	n	2	poculum	a drinking cup	76	20	56
pōculō	pōcul	ō	Dat.Sg	n	2	poculum	a drinking cup	76	20	56
pōculīs	pōcul	īs	Dat.Pl	n	2	poculum	a drinking cup	76	20	56
pōculum	pōcul	um	Acc.Sg	n	2	poculum	a drinking cup	76	20	56
pōcula	pōcul	a	Acc.Pl	n	2	poculum	a drinking cup	76	20	56
pōculō	pōcul	ō	Abl.Sg	n	2	poculum	a drinking cup	76	20	56
pōculīs	pōcul	īs	Abl.Pl	n	2	poculum	a drinking cup	76	20	56
pōculum	pōcul	um	Voc.Sg	n	2	poculum	a drinking cup	76	20	56
pōcula	pōcul	a	Voc.Pl	n	2	poculum	a drinking cup	76	20	56
palma	palm	a	Nom.Sg	f	1	palma	palm of the hand, blade of an oar, palm tree, date	76	11	65
palmae	palm	ae	Nom.Pl	f	1	palma	palm of the hand, blade of an oar, palm tree, date	76	11	65
palmae	palm	ae	Gen.Sg	f	1	palma	palm of the hand, blade of an oar, palm tree, date	76	11	65
palmārum	palm	ārum	Gen.Pl	f	1	palma	palm of the hand, blade of an oar, palm tree, date	76	11	65
palmae	palm	ae	Dat.Sg	f	1	palma	palm of the hand, blade of an oar, palm tree, date	76	11	65
palmīs	palm	īs	Dat.Pl	f	1	palma	palm of the hand, blade of an oar, palm tree, date	76	11	65
palmam	palm	am	Acc.Sg	f	1	palma	palm of the hand, blade of an oar, palm tree, date	76	11	65
palmās	palm	ās	Acc.Pl	f	1	palma	palm of the hand, blade of an oar, palm tree, date	76	11	65
palmā	palm	ā	Abl.Sg	f	1	palma	palm of the hand, blade of an oar, palm tree, date	76	11	65
palmīs	palm	īs	Abl.Pl	f	1	palma	palm of the hand, blade of an oar, palm tree, date	76	11	65
palma	palm	a	Voc.Sg	f	1	palma	palm of the hand, blade of an oar, palm tree, date	76	11	65
palmae	palm	ae	Voc.Pl	f	1	palma	palm of the hand, blade of an oar, palm tree, date	76	11	65
hasta	hast	a	Nom.Sg	f	1	hasta	spear, lance, pike	75	54	21
hastae	hast	ae	Nom.Pl	f	1	hasta	spear, lance, pike	75	54	21
hastae	hast	ae	Gen.Sg	f	1	hasta	spear, lance, pike	75	54	21
hastārum	hast	ārum	Gen.Pl	f	1	hasta	spear, lance, pike	75	54	21
hastae	hast	ae	Dat.Sg	f	1	hasta	spear, lance, pike	75	54	21
hastīs	hast	īs	Dat.Pl	f	1	hasta	spear, lance, pike	75	54	21
hastam	hast	am	Acc.Sg	f	1	hasta	spear, lance, pike	75	54	21
hastās	hast	ās	Acc.Pl	f	1	hasta	spear, lance, pike	75	54	21
hastā	hast	ā	Abl.Sg	f	1	hasta	spear, lance, pike	75	54	21
hastīs	hast	īs	Abl.Pl	f	1	hasta	spear, lance, pike	75	54	21
hasta	hast	a	Voc.Sg	f	1	hasta	spear, lance, pike	75	54	21
hastae	hast	ae	Voc.Pl	f	1	hasta	spear, lance, pike	75	54	21
sitis	sit	is	Nom.Sg	f	3	sitis	thirst	75	44	31
-	N/A	N/A	Nom.Pl	f	3	sitis	thirst	75	44	31
sitis	sit	is	Gen.Sg	f	3	sitis	thirst	75	44	31
-	N/A	N/A	Gen.Pl	f	3	sitis	thirst	75	44	31
sitī	sit	ī	Dat.Sg	f	3	sitis	thirst	75	44	31
-	N/A	N/A	Dat.Pl	f	3	sitis	thirst	75	44	31
sitem	sit	em	Acc.Sg	f	3	sitis	thirst	75	44	31
-	N/A	N/A	Acc.Pl	f	3	sitis	thirst	75	44	31
site	sit	e	Abl.Sg	f	3	sitis	thirst	75	44	31
-	N/A	N/A	Abl.Pl	f	3	sitis	thirst	75	44	31
sitis	sit	is	Voc.Sg	f	3	sitis	thirst	75	44	31
-	N/A	N/A	Voc.Pl	f	3	sitis	thirst	75	44	31
penās	penās	NULL	Nom.Sg	m	3	penas	home, hearth	75	36	39
penātēs	penāt	ēs	Nom.Pl	m	3	penas	home, hearth	75	36	39
penātis	penāt	is	Gen.Sg	m	3	penas	home, hearth	75	36	39
penātum	penāt	um	Gen.Pl	m	3	penas	home, hearth	75	36	39
penātī	penāt	ī	Dat.Sg	m	3	penas	home, hearth	75	36	39
penātibus	penāt	ibus	Dat.Pl	m	3	penas	home, hearth	75	36	39
penātem	penāt	em	Acc.Sg	m	3	penas	home, hearth	75	36	39
penātēs	penāt	ēs	Acc.Pl	m	3	penas	home, hearth	75	36	39
penāte	penāt	e	Abl.Sg	m	3	penas	home, hearth	75	36	39
penātibus	penāt	ibus	Abl.Pl	m	3	penas	home, hearth	75	36	39
penās	penās	NULL	Voc.Sg	m	3	penas	home, hearth	75	36	39
penātēs	penāt	ēs	Voc.Pl	m	3	penas	home, hearth	75	36	39
frons	frons	NULL	Nom.Sg	f	3	frons	leaves, foliage	75	15	60
frondēs	frond	ēs	Nom.Pl	f	3	frons	leaves, foliage	75	15	60
frondis	frond	is	Gen.Sg	f	3	frons	leaves, foliage	75	15	60
frondium	frond	ium	Gen.Pl	f	3	frons	leaves, foliage	75	15	60
frondī	frond	ī	Dat.Sg	f	3	frons	leaves, foliage	75	15	60
frondibus	frond	ibus	Dat.Pl	f	3	frons	leaves, foliage	75	15	60
frondem	frond	em	Acc.Sg	f	3	frons	leaves, foliage	75	15	60
frondēs	frond	ēs	Acc.Pl	f	3	frons	leaves, foliage	75	15	60
fronde	frond	e	Abl.Sg	f	3	frons	leaves, foliage	75	15	60
frondibus	frond	ibus	Abl.Pl	f	3	frons	leaves, foliage	75	15	60
frons	frons	NULL	Voc.Sg	f	3	frons	leaves, foliage	75	15	60
frondēs	frond	ēs	Voc.Pl	f	3	frons	leaves, foliage	75	15	60
puppis	pupp	is	Nom.Sg	f	3	puppis	stern, poop of a ship	75	11	64
puppēs	pupp	ēs	Nom.Pl	f	3	puppis	stern, poop of a ship	75	11	64
puppis	pupp	is	Gen.Sg	f	3	puppis	stern, poop of a ship	75	11	64
puppium	pupp	ium	Gen.Pl	f	3	puppis	stern, poop of a ship	75	11	64
puppī	pupp	ī	Dat.Sg	f	3	puppis	stern, poop of a ship	75	11	64
puppibus	pupp	ibus	Dat.Pl	f	3	puppis	stern, poop of a ship	75	11	64
puppem	pupp	em	Acc.Sg	f	3	puppis	stern, poop of a ship	75	11	64
puppēs	pupp	ēs	Acc.Pl	f	3	puppis	stern, poop of a ship	75	11	64
puppe	pupp	e	Abl.Sg	f	3	puppis	stern, poop of a ship	75	11	64
puppibus	pupp	ibus	Abl.Pl	f	3	puppis	stern, poop of a ship	75	11	64
puppis	pupp	is	Voc.Sg	f	3	puppis	stern, poop of a ship	75	11	64
puppēs	pupp	ēs	Voc.Pl	f	3	puppis	stern, poop of a ship	75	11	64
vallis	vall	is	Nom.Sg	f	3	vallis	valley, vale	74	30	44
vallēs	vall	ēs	Nom.Pl	f	3	vallis	valley, vale	74	30	44
vallis	vall	is	Gen.Sg	f	3	vallis	valley, vale	74	30	44
vallium	vall	ium	Gen.Pl	f	3	vallis	valley, vale	74	30	44
vallī	vall	ī	Dat.Sg	f	3	vallis	valley, vale	74	30	44
vallibus	vall	ibus	Dat.Pl	f	3	vallis	valley, vale	74	30	44
vallem	vall	em	Acc.Sg	f	3	vallis	valley, vale	74	30	44
vallēs	vall	ēs	Acc.Pl	f	3	vallis	valley, vale	74	30	44
valle	vall	e	Abl.Sg	f	3	vallis	valley, vale	74	30	44
vallibus	vall	ibus	Abl.Pl	f	3	vallis	valley, vale	74	30	44
vallis	vall	is	Voc.Sg	f	3	vallis	valley, vale	74	30	44
vallēs	vall	ēs	Voc.Pl	f	3	vallis	valley, vale	74	30	44
rēmus	rēm	us	Nom.Sg	m	2	remus	oar	74	24	50
rēmī	rēm	ī	Nom.Pl	m	2	remus	oar	74	24	50
rēmī	rēm	ī	Gen.Sg	m	2	remus	oar	74	24	50
rēmōrum	rēm	ōrum	Gen.Pl	m	2	remus	oar	74	24	50
rēmō	rēm	ō	Dat.Sg	m	2	remus	oar	74	24	50
rēmīs	rēm	īs	Dat.Pl	m	2	remus	oar	74	24	50
rēmum	rēm	um	Acc.Sg	m	2	remus	oar	74	24	50
rēmōs	rēm	ōs	Acc.Pl	m	2	remus	oar	74	24	50
rēmō	rēm	ō	Abl.Sg	m	2	remus	oar	74	24	50
rēmīs	rēm	īs	Abl.Pl	m	2	remus	oar	74	24	50
rēme	rēm	e	Voc.Sg	m	2	remus	oar	74	24	50
rēmī	rēm	ī	Voc.Pl	m	2	remus	oar	74	24	50
rūs	rūs	NULL	Nom.Sg	n	3	rus	countryside, country, farm, village	74	15	59
rūra	rūr	a	Nom.Pl	n	3	rus	countryside, country, farm, village	74	15	59
rūris	rūr	is	Gen.Sg	n	3	rus	countryside, country, farm, village	74	15	59
rūrum	rūr	um	Gen.Pl	n	3	rus	countryside, country, farm, village	74	15	59
rūrī	rūr	ī	Dat.Sg	n	3	rus	countryside, country, farm, village	74	15	59
rūribus	rūr	ibus	Dat.Pl	n	3	rus	countryside, country, farm, village	74	15	59
rūs	rūs	NULL	Acc.Sg	n	3	rus	countryside, country, farm, village	74	15	59
rūra	rūr	a	Acc.Pl	n	3	rus	countryside, country, farm, village	74	15	59
rūre	rūr	e	Abl.Sg	n	3	rus	countryside, country, farm, village	74	15	59
rūribus	rūr	ibus	Abl.Pl	n	3	rus	countryside, country, farm, village	74	15	59
rūs	rūs	NULL	Voc.Sg	n	3	rus	countryside, country, farm, village	74	15	59
rūra	rūr	a	Voc.Pl	n	3	rus	countryside, country, farm, village	74	15	59
āla	āl	a	Nom.Sg	f	1	ala	wing, armpit	73	26	47
ālae	āl	ae	Nom.Pl	f	1	ala	wing, armpit	73	26	47
ālae	āl	ae	Gen.Sg	f	1	ala	wing, armpit	73	26	47
ālārum	āl	ārum	Gen.Pl	f	1	ala	wing, armpit	73	26	47
ālae	āl	ae	Dat.Sg	f	1	ala	wing, armpit	73	26	47
ālīs	āl	īs	Dat.Pl	f	1	ala	wing, armpit	73	26	47
ālam	āl	am	Acc.Sg	f	1	ala	wing, armpit	73	26	47
ālās	āl	ās	Acc.Pl	f	1	ala	wing, armpit	73	26	47
ālā	āl	ā	Abl.Sg	f	1	ala	wing, armpit	73	26	47
ālīs	āl	īs	Abl.Pl	f	1	ala	wing, armpit	73	26	47
āla	āl	a	Voc.Sg	f	1	ala	wing, armpit	73	26	47
ālae	āl	ae	Voc.Pl	f	1	ala	wing, armpit	73	26	47
rēgīna	rēgīn	a	Nom.Sg	fh	1	regina	queen, princess	73	22	51
